f1,f2,f3,f4,f5,f6
68084.2837,81.9167645,1411005.48,1374604.91,25008.0032,0.000320128152
70437.3656,59.0794678,958870.434,3754812.99,56461.2973,1.25845189
67068.2146,509.707803,1001635.5,2550428.68,5694.86312,0.0
67032.8864,159.517293,1133207.13,2021931.15,15714.2102,0.0
67078.689,30.1456565,1150706.83,1969639.12,84990.2113,2.39960845
67404.9126,63.8171464,781555.736,3859022.73,60852.1168,1.43408467
67864.0606,64.6781233,441469.204,7277078.96,107394.807,3.29579228
72668.3544,49.0610134,2505743.67,312966.764,24033.1616,0.0
72514.5857,1281.43343,2598396.16,262598.532,149.903728,0.0
65396.7976,157.815968,460187.521,5603609.25,41238.8468,0.649553872
65558.1419,457.957765,744008.357,3471285.71,7967.36821,0.0
67259.013,30.5037465,437982.061,6921973.66,225187.147,38480.6541
66623.5353,1281.01905,959489.847,2633638.92,1956.53581,0.0
65404.865,282.870407,303884.981,7360466.43,35570.4207,0.422816829
65807.1681,36.1825811,337261.744,7209121.9,245056.485,46774.3198
66008.3037,124.522838,402826.08,6552941.68,60537.8518,1.42151407
66551.8876,59.0794678,967741.813,2578906.5,51447.6608,1.05790643
68847.6636,296.674989,1609475.44,1044571.63,5525.46694,0.0
64735.8378,927.227132,501433.871,4905528.13,5733.6247,0.0
66301.5306,46.9924272,461161.139,6083607.97,138588.488,4059.04215
68613.1271,57.6260176,1537975.17,1157510.64,32898.309,0.31593236
68428.9704,30.0469874,1509561.54,1195586.93,64827.6416,1.59310566
65745.3069,790.190248,794074.184,3237378.48,3977.3662,0.0
67319.8579,87.4108572,310883.927,8684078.12,112616.479,3.50465915
63868.8255,631.199798,291230.806,6525578.14,15425.0313,0.0
66034.6874,46.5013045,690323.67,3983329.42,92688.5696,2.70754278
66271.8494,374.295116,800869.288,3359385.88,9739.78724,0.0
63978.8001,30.4149278,291230.806,6592454.24,335204.097,88252.1607
66439.0646,514.164608,979125.202,2502019.69,5146.91602,0.0
66494.1902,36.5607741,319193.482,7928644.12,257063.831,51865.253
67391.3155,36.5607741,558930.358,5677543.63,147729.397,7378.72159
65910.6963,190.008461,446537.847,6018310.64,35992.4512,0.439698048
70859.7478,709.525569,2160782.57,482336.697,1176.87378,0.0
67688.3413,74.0673083,1040815.63,2523338.28,39003.5702,0.56014281
65393.0881,729.985658,672510.616,3871443.65,5414.76481,0.0
66682.5823,48.1251299,972224.863,2590063.02,63128.0434,1.52512174
71837.0506,36.6492436,869839.432,4991423.99,99267.8187,2.97071275
64259.334,752.674738,294023.096,6733374.81,13124.0141,0.0
65297.4482,48.3080974,465316.974,5502896.95,132478.139,1811.27549
64011.3017,234.38021,330965.3,6170633.61,37583.6372,0.503345489
68456.9711,38.3597419,457689.919,7474345.93,173263.298,16712.3855
65011.8956,203.34441,598307.052,4252040.5,23686.3456,0.0
67735.5425,35.437987,1218829.16,1859332.67,68571.1623,1.74284649
66494.1902,64.206386,319193.482,7928644.12,147307.95,7227.45324
66767.3161,818.769021,1051301.51,2274922.12,2761.14669,0.0
68162.7023,180.449229,1259361.72,1802717.15,13108.7509,0.0
71096.1991,49.0842436,754381.037,5696946.49,85934.1781,2.43736712
68372.7064,56.7392378,784988.271,4196157.06,69103.2671,1.76413069
64636.0072,178.49505,462230.044,5203446.88,35444.7108,0.417788433
65974.5051,1284.04911,853705.265,2980992.7,1957.19827,0.0
68685.7304,60.0663622,517150.205,6884176.94,99599.6514,2.98398606
66964.4256,35.2316848,355243.863,7778411.06,240223.937,44803.7429
73115.9412,46.4404852,576585.979,9360972.52,119795.976,3.79183904
65110.9453,175.754075,611740.417,4192127.47,26959.9042,0.0783961683
66698.1729,532.604516,1048782.1,2270316.01,4561.67053,0.0
65213.3301,1342.82823,652196.472,3944443.19,2631.94204,0.0
64419.7709,104.75646,385269.777,5830968.4,73178.8624,1.9271545
64124.4931,88.2882472,294419.028,6645141.38,113965.138,3.55860552
63847.5724,216.36234,286634.909,6565022.26,47204.4108,0.888176432
67247.1736,76.4174986,527526.637,5916806.34,75919.6398,2.03678559
67334.9877,113.853615,455370.758,6763149.76,59917.9595,1.39671838
66406.2657,67.9014077,317295.4,7890289.91,140136.828,4649.21942
65523.8203,31.1704991,573365.979,4656474.21,166381.654,13970.6162
66921.3196,167.963564,380129.789,7419074.9,48979.2655,0.959170621
69300.0191,59.3249882,798992.819,4462798.09,66084.473,1.64337892
65122.394,746.783336,627949.809,4079872.23,5578.57272,0.0
66796.7247,59.304428,1002726.87,2482315.15,49573.6176,0.982944704
67026.6487,35.5007397,455915.412,6566321.55,185974.457,21976.777
70988.0324,35.437987,738731.823,5795786.74,119169.762,3.76679048
70163.4089,31.4662792,821522.553,4648862.34,119303.49,3.77213959
63870.436,814.528258,292722.609,6509633.41,11714.2865,0.0
65870.4291,849.775972,826045.671,3097930.94,3480.65496,0.0
68518.6647,352.628835,1410862.72,1431449.83,5753.87033,0.0
65458.2188,36.8608286,387775.599,6392345.86,208778.086,31490.7617
67726.5895,79.282206,304824.414,9113385.86,126735.805,9.39016498
68400.4652,30.8987891,348374.338,8992990.8,280587.789,62251.0429
66200.0546,30.041588,361226.654,7171210.43,275759.531,59790.6584
68806.1967,41.7436529,702352.92,5043720.78,104635.641,3.18542565
68962.057,1318.50693,1653158.84,978439.956,603.513775,0.0
68110.3152,222.188066,1198397.69,1994741.97,11393.8078,0.0
64090.1921,802.306227,339788.388,6121233.84,10200.3236,0.0
65078.171,739.414812,574129.019,4462071.35,6424.1685,0.0
70161.1189,63.0056522,868100.613,4286047.5,58410.9288,1.33643715
73215.0274,1250.96148,2789629.55,200903.201,91.3759578,0.0
67776.9053,87.0565638,309024.263,9089333.5,114260.08,3.57040321
65321.0784,364.314573,373889.588,6465937.48,22403.2724,0.0
65380.339,57.299536,512156.022,5111333.99,101401.381,3.05605522
68143.887,248.560153,1400070.17,1408773.82,7935.93889,0.0
67873.1726,30.392056,602995.975,5498744.58,164845.564,13539.1403
64852.7174,57.299536,371160.842,6220638.33,139908.226,4473.18351
65250.4322,40.5174326,287080.288,7471122.3,256601.555,51607.7221
67686.7778,99.3338278,1292237.16,1629001.9,22500.3677,0.0
67540.0145,45.1092385,972148.616,2804739.21,68376.0852,1.73504341
67818.1515,128.915301,1052641.77,2501875.32,22436.017,0.0
66032.9981,883.485328,857443.378,2977771.5,3221.83613,0.0
70638.8855,30.5303846,868100.613,4480167.67,116815.734,3.67262936
67856.9651,375.136213,1355005.51,1483686.77,5103.26692,0.0
64687.9765,390.85127,511841.387,4796163.95,14104.8515,0.0
69119.3882,375.136213,1640586.68,1014774.37,4308.63817,0.0
71918.4968,55.9898254,1760186.7,1068311.53,32379.2191,0.295168763
64216.6652,178.726221,291803.586,6732741.5,56681.1696,1.26724679
68223.834,36.8608286,1205538.46,1990955.32,67264.9565,1.69059826
65616.0774,44.3293545,688035.875,3846977.86,97077.8991,2.88311597
67752.8263,30.2114866,702352.92,4574430.59,142146.86,5365.61977
69657.7413,31.1142607,779207.276,4774877.29,126523.688,8.44924798
64605.6458,198.690487,343005.339,6385027.73,43519.3551,0.740774203
67324.1951,118.476561,294497.145,8938842.98,88482.9334,2.53931734
65835.0394,30.0136449,304262.361,7654928.72,327208.6,84519.3214
64153.7895,47.5017528,368959.666,5852695.76,168966.532,14865.9941
64422.1131,35.7756312,328262.194,6440413.35,253025.613,50048.9811
65562.1575,34.982511,457301.587,5718825.83,186431.98,22086.5207
65579.1512,45.2205028,643073.271,4145812.02,101992.639,3.07970556
68115.2632,378.589758,1423803.5,1348199.73,4770.66449,0.0
64307.8198,135.576209,349221.485,6144315.08,62328.9664,1.49315865
70465.1126,33.4691532,685542.697,6056898.22,134814.318,2882.38466
64377.868,40.5010471,425758.231,5413244.99,171761.296,15869.7264
65523.3902,436.16955,695358.984,3765770.13,9215.19309,0.0
67324.1951,158.700717,294497.145,8938842.98,66873.4817,1.67493927
64372.393,35.5873228,412761.476,5534245.88,201812.831,28495.909
65152.6065,375.136213,594080.829,4339670.33,12764.5461,0.0
65884.1776,44.2423036,677224.602,4018689.72,99186.7452,2.96746981
66656.8842,34.636935,377230.673,7276005.53,229763.356,40383.659
64858.8153,603.787926,551447.664,4548243.39,8195.6179,0.0
69467.0838,575.447695,1788742.12,809866.249,2126.04221,0.0
70999.9745,30.0029992,1200725.94,2597045.6,86127.4322,2.44509729
67488.174,84.0610792,296435.412,9045222.18,122784.056,3.91136225
66325.998,98.8974664,780340.84,3499071.83,38513.603,0.540544119
67634.1786,66.9451215,382873.013,7888239.43,119258.968,3.77035873
65274.5896,34.1689769,668151.003,3858300.14,129536.555,713.594043
68788.3524,44.8555879,600202.512,6014841.94,114088.15,3.56352599
66511.1846,187.576545,492075.257,5878170.34,33657.8135,0.346312542
64206.2026,75.2955992,381673.863,5752527.04,102752.479,3.11009915
64391.03,43.5038144,431619.398,5364862.06,157662.894,10808.9666
66351.5203,1298.02222,930800.104,2699500.59,1808.01698,0.0
65092.6486,897.103908,588065.738,4361018.55,5012.00087,0.0
67478.45,34.7479997,306628.637,8878201.97,282545.122,63144.895
66511.2573,30.8374052,321766.719,7905723.58,301965.634,72419.5611
65202.2419,359.230275,647016.284,3976067.38,12043.4507,0.0
66588.8309,43.7500996,1016526.82,2377157.21,66137.8073,1.64551229
68294.8203,101.685178,825059.514,3885394.62,37508.473,0.50033892
67995.3237,46.5791432,300573.559,9412664.54,216449.305,34877.1151
64406.7949,1187.54482,416935.988,5511744.83,5328.69507,0.0
67767.6985,120.220699,581015.856,5657522.32,45085.1847,0.803407386
65059.5347,502.571557,593971.474,4303202.99,9274.61403,0.0
66403.7494,46.5791432,286644.272,8320581.63,224993.868,38383.1462
69895.9974,38.0590517,1237826.45,2197820.74,65260.4422,1.61041769
67982.4849,46.5791432,289730.925,9580519.22,224432.843,38235.3667
67037.5712,31.153819,313293.343,8424356.18,307592.176,75159.4024
66506.6911,75.2730679,546743.547,5342569.99,73468.8745,1.93875498
63983.4348,199.108531,312869.2,6351588.02,47034.001,0.881360041
65896.5001,388.464872,352499.291,7078884.35,23046.5165,0.0
64330.1311,328.319712,313590.184,6550843.73,28572.1272,0.142885088
64408.3669,525.704204,409328.639,5586001.15,13179.5005,0.0
64617.7855,128.178144,313896.763,6724313.94,73945.3992,1.95781597
65888.1897,38.2967205,723344.221,3710179.74,107092.644,3.28370575
66501.0762,218.229185,556317.902,5251569.44,25642.3121,0.0256924825
67538.5403,34.3142726,503931.924,6333576.08,174595.635,17211.2081
64644.9978,591.126109,287343.006,7060077.71,17670.4024,0.0
67195.2541,864.7487,1161521.95,1953923.4,2284.79223,0.0
63995.0047,165.439766,313329.74,6353311.79,56679.0724,1.2671629
67567.7049,40.7993295,329509.886,8602571.01,224627.579,38285.5567
68634.7894,418.774782,1565926.02,1104779.72,3774.05973,0.0
66854.4842,31.0179602,395233.609,7181996.16,244896.59,46753.7739
66354.9796,321.484254,872849.846,2986852.71,10201.7787,0.0
67451.1426,390.061207,1225780.51,1789174.99,5562.61873,0.0
66500.9798,417.379835,971114.766,2551743.18,6683.44029,0.0
67651.3901,122.524846,1270073.75,1687504.18,18496.8531,0.0
64779.3748,52.1653855,413587.616,5738802.78,137645.47,3648.59122
66498.3624,30.1139319,931215.983,2734524.15,105593.391,3.22373564
67754.4332,141.356293,533450.218,6138127.81,42137.6046,0.685504185
70418.0535,32.6060338,332418.831,11148064.2,281090.501,62621.0217
65833.2941,133.586427,659511.625,4124969.67,33685.4923,0.347419691
75677.5414,57.5383477,2844933.53,229270.769,20020.3908,0.0
66111.2729,49.2613826,288398.335,8073309.86,211235.456,32581.5871
67622.6993,31.2339515,665871.759,4815762.69,144994.235,6387.9601
67122.3754,56.3375473,421405.904,7034840.92,127742.018,217.878368
64790.7947,824.282921,526116.852,4723310.57,6151.75313,0.0
66377.0425,815.596879,963059.367,2558196.02,3023.00754,0.0
68023.4399,54.3095363,739890.024,4394077.97,76135.5615,2.04542246
68530.1687,30.070525,1291799.58,1762834.0,76882.8351,2.0753134
67386.0103,31.6229718,817166.378,3620815.96,116150.268,3.6460107
64080.5099,36.6707317,349476.486,6013511.44,231354.82,40913.7925
67664.278,285.206764,1232837.92,1802609.57,8017.21232,0.0
64119.9172,44.5311028,355726.378,5970243.41,187042.623,22283.555
69199.5713,118.040298,444215.255,8197027.15,61477.512,1.45910048
66502.7911,118.849752,349247.646,7530681.9,73704.5494,1.94818198
65823.0477,92.9638522,781449.42,3333218.85,40329.2126,0.613168503
65915.3483,878.41428,792992.405,3295017.05,3708.38227,0.0
67960.9606,36.2198171,1385870.37,1419730.94,58500.3132,1.34001253
69425.4675,1346.09306,1739468.24,878966.37,671.635067,0.0
66846.9864,68.6878421,378911.552,7383755.54,116603.667,3.6641467
68889.3123,122.000024,1164821.29,2273137.16,22201.1172,0.0
66587.4109,50.8577304,348242.863,7603276.87,170101.666,15407.8927
64538.9029,321.484254,360384.926,6156617.91,25393.982,0.0157592795
72203.5416,31.162277,1721027.54,1174266.13,58160.7465,1.32642986
68349.8727,39.7389994,685095.989,4982159.51,111985.514,3.47942057
68032.4368,93.7563555,739890.024,4397744.75,44998.8954,0.799955816
67686.8469,810.23735,1286682.84,1644832.16,2203.43494,0.0
65665.8571,118.123726,708683.312,3728391.31,35049.4916,0.401979663
66482.2197,146.857023,294394.128,8269076.06,71057.3081,1.84229232
64506.0316,30.0001712,462046.566,5142760.53,213845.181,33552.0754
66956.4275,128.764992,565976.631,5386728.26,42442.6038,0.697704153
66730.0662,31.9837863,365095.832,7481860.32,256981.1,51834.0724
67811.5535,74.3785979,364501.095,8279519.67,113209.705,3.52838819
65685.4898,709.882183,775673.83,3324217.86,4649.33157,0.0
66628.9867,334.535222,922053.744,2812321.42,9348.52074,0.0
71507.0471,62.0803246,1277028.48,2383622.99,41332.9166,0.653316663
68530.2051,380.773658,1533895.28,1156829.01,4348.62752,0.0
68979.5039,44.4736314,544486.549,6745647.63,126902.913,10.3479542
69432.8994,38.7426294,315950.691,10470721.9,248590.185,48468.3853
66750.7847,160.15174,939212.166,2760597.58,19547.9628,0.0
64208.6599,83.3811123,288796.551,6763039.46,123180.994,3.93087952
66884.4072,248.534417,386443.265,7312949.79,33290.7748,0.331630993
71388.3131,33.3262139,865458.249,4824660.32,108591.767,3.34367069
64093.5353,31.4295582,285496.706,6729766.72,331047.345,86261.8963
72366.2025,39.1666269,1442279.17,1936230.29,56748.9797,1.26995919
68610.101,57.295652,401962.429,8353152.18,133411.141,2336.23882
64795.7276,852.060265,428037.902,5604800.3,7878.84374,0.0
66812.9666,453.713658,916095.58,2890515.48,7100.1571,0.0
69821.4183,83.3811123,948070.644,3613667.73,40914.9273,0.63659709
63852.1714,90.4618031,286247.48,6572251.15,114124.297,3.56497189
68785.7615,452.128557,1601693.14,1052753.17,3365.40105,0.0
65310.2865,30.3437,527194.281,4947088.5,185844.364,21810.5927
68817.4212,69.6858883,1511870.21,1234461.5,27918.1248,0.116724994
66606.198,67.2945618,901042.917,2910881.68,48828.8086,0.953152343
68192.7094,32.3284183,290623.383,9753923.42,320863.081,81616.9573
68825.9086,30.5526692,593616.245,6105390.49,167686.116,14611.5872
67611.4783,763.457109,1282749.76,1644595.0,2317.41371,0.0
66934.6194,108.715585,386722.048,7343510.48,73130.3133,1.92521253
65674.682,32.715357,662669.598,4042479.82,136938.215,3392.76883
68137.0706,280.883726,1302482.02,1668441.36,7933.48627,0.0
67280.1371,92.2238287,1051359.93,2385454.55,30578.0674,0.223122696
64752.2533,380.985122,472972.687,5162426.91,15986.122,0.0
68835.0966,66.023882,671881.38,5332624.78,70397.7253,1.81590901
66445.9944,352.584724,970437.627,2541760.71,7977.57095,0.0
64795.7276,710.394839,428037.902,5604800.3,9505.36877,0.0
70646.1184,31.7649555,2089766.9,535072.582,44109.7565,0.76439026
69705.0178,64.7928377,874346.455,4064173.83,55978.4049,1.2391362
67779.3916,446.476274,1211544.52,1890721.0,5281.60661,0.0
64138.1098,210.224166,361163.849,5924008.16,38431.1344,0.537245374
67288.3318,448.989719,1205233.07,1826519.27,4738.82509,0.0
66057.2989,166.063167,659657.15,4210467.81,27334.6116,0.0933844652
68017.4467,30.0205831,1401564.37,1388740.28,69934.7815,1.79739126
65949.8718,1215.61484,849072.206,2998265.6,2117.17096,0.0
66994.1633,139.653655,614915.375,4964358.18,36096.6195,0.44386478
65162.0661,30.0189106,638196.708,4022543.21,154510.951,9677.54327
66531.331,56.2290624,450911.33,6326442.74,118957.644,3.75830577
64567.495,55.8731467,287161.142,7011747.27,185472.794,21663.1045
67962.7818,63.229273,1281022.62,1704156.04,36419.7058,0.456788232
64178.3308,1259.69391,365887.657,5897467.03,5731.51098,0.0
65852.0312,31.3757143,319623.444,7464787.72,298044.698,70494.0652
66732.9005,48.3023322,624211.609,4767805.15,99775.7751,2.99103101
65492.9328,50.194214,588768.874,4520370.74,100491.758,3.01967033
65321.4769,197.735175,681125.992,3788603.54,21322.2233,0.0
68373.3747,637.682934,1494150.81,1221765.83,2368.22854,0.0
66001.1804,77.6012026,428906.988,6258078.45,90488.2459,2.61952983
66019.6813,35.1506472,294508.878,7920382.33,289070.168,66195.0341
69651.2616,121.761468,407400.019,9113050.1,65395.4372,1.61581749
68795.6816,1301.23428,1583883.74,1086885.93,789.513172,0.0
64725.2571,761.691961,305820.005,6887770.5,12940.3245,0.0
64121.8884,30.1445878,333139.172,6210689.48,295573.713,69196.0019
66221.3772,1185.07486,921638.177,2709983.05,1958.6191,0.0
66452.7301,33.9364324,407029.028,6778835.84,217086.195,35035.7794
64180.9103,48.4155509,344018.203,6127670.58,177975.637,18477.2177
65421.6468,30.0083404,569113.375,4646829.44,174019.895,16836.4168
66735.6382,33.6056454,624943.205,4762948.54,142757.347,5545.78238
70178.1771,49.4895145,1814245.28,827510.674,33079.5315,0.323181261
65798.0267,83.6147786,686998.292,3919493.53,51546.6987,1.06186795
67544.9844,40.7162661,712566.542,4408087.27,104201.908,3.16807633
66238.3203,74.8322494,427148.87,6416792.57,94458.6794,2.77834718
65928.292,281.269988,827016.982,3109335.58,12093.8298,0.0
65189.1144,30.0894007,438785.681,5705295.37,225442.378,38471.4316
69121.4684,498.6685,1586524.83,1115079.93,3471.55701,0.0
64114.6498,73.6351202,338726.565,6146475.37,118586.837,3.7434735
68146.424,51.6817213,1434667.0,1326782.52,39361.0887,0.57444355
69502.0976,49.4895145,1645410.37,1042639.55,36427.922,0.45711688
65835.7246,99.5892711,481779.136,5621150.12,62692.2916,1.50769166
68997.6354,270.225372,1657055.02,975040.218,5906.38802,0.0
69041.6376,178.169122,1406542.43,1513904.07,12268.5411,0.0
69730.2948,1349.80262,1859320.19,733969.455,420.305328,0.0
65264.2273,34.3210098,530255.854,4899836.34,163278.992,12851.7261
67858.8754,101.439133,904820.51,3247947.89,33611.872,0.344474881
68519.0701,57.5397892,451204.208,7602818.93,118508.289,3.74033156
69073.2913,421.981998,1683154.65,938309.664,3425.83123,0.0
66622.3113,364.810525,948683.574,2683322.59,8176.9681,0.0
64121.0495,54.5524502,293637.0,6652065.55,185229.103,21534.1833
66805.7747,757.893561,1077542.66,2181149.85,2878.71723,0.0
65495.7328,31.4789912,424716.504,6015278.6,223046.085,37484.1034
67110.2912,33.8154995,995738.933,2586802.3,88288.6178,2.53154471
68570.1079,986.986869,1524885.7,1179462.4,1317.13768,0.0
67044.8188,106.1981,999343.07,2555073.89,27880.7475,0.115229902
64079.0788,33.7465521,348757.258,6020242.86,251989.886,49589.9117
69096.8412,462.28984,1689447.84,930119.76,3046.41078,0.0
66353.2302,91.2896638,848435.126,3115966.38,38111.2221,0.524448883
67737.1961,702.561744,1326308.12,1542429.73,2429.17058,0.0
68574.4725,39.9578226,624304.54,5654565.41,122491.389,3.89965558
67795.0098,30.0040262,403577.682,7723428.44,248961.83,48514.1302
69484.293,44.2546132,1580303.01,1165780.45,42693.4771,0.707739084
64389.826,49.8778695,432136.731,5359436.74,137248.327,3481.46909
67098.6652,129.381094,1156077.11,1954937.43,19123.03,0.0
64295.7083,246.55705,393409.27,5683221.18,29962.1645,0.198486581
65474.3722,33.1880472,579341.028,4587235.35,154567.824,9726.47417
66679.1704,132.632244,1043587.62,2286896.31,20728.4109,0.0
67783.8983,794.17381,1339065.42,1515114.96,2032.80278,0.0
65553.3598,755.814846,738816.902,3501231.44,4580.84355,0.0
65181.6106,31.4789912,351801.191,6632958.72,269114.262,56851.2263
67827.4857,31.042943,1198837.08,1941630.33,79825.8876,2.19303551
64727.4932,37.6477026,363657.95,6229633.26,217201.149,34996.2466
66250.0833,250.69286,712663.984,3908744.77,16822.9906,0.0
67136.9479,386.953493,1150612.35,1980632.27,5984.24328,0.0
71507.8351,63.9236104,1446821.14,1774036.68,35240.4283,0.409617134
68599.6621,31.1846056,631035.907,5601789.97,154409.71,9826.71973
64854.9365,196.566892,556491.541,4506880.33,26429.4522,0.0571780893
64686.3248,44.3956214,326765.843,6617332.84,205090.23,29909.637
66276.4874,485.167915,865748.356,3002062.15,6622.81116,0.0
66326.9781,199.704011,782944.059,3483574.93,18982.7424,0.0
68191.4715,696.278912,1429433.88,1344522.51,2304.65404,0.0
64899.6711,399.697823,515447.305,4860635.31,13903.2521,0.0
72309.9774,48.8798257,1499825.56,1742638.07,44351.4351,0.774057403
65539.474,30.6738674,358063.727,6782413.87,271730.24,57969.9197
64028.1708,32.8964997,332566.034,6163102.27,271155.728,57648.7661
64426.9234,92.8146022,346271.255,6244513.04,92208.3523,2.68833409
68574.4725,35.1174117,624304.54,5654565.41,138927.939,4269.9016
64031.2852,1153.61812,336327.145,6124669.07,6902.26573,0.0
67047.8815,68.0167386,344641.235,7984786.36,129589.55,892.400038
65271.1458,54.921328,629565.004,4124919.8,85433.6184,2.41734473
65400.0648,412.716531,560088.406,4710940.31,12718.7996,0.0
65315.4074,116.907707,651152.031,3989193.48,38435.098,0.537403921
64372.2519,161.209007,308646.195,6633293.93,59535.3596,1.38141438
66563.6287,1180.83883,999338.157,2443610.81,1815.41666,0.0
66663.5328,37.0307843,738437.591,3883368.53,109325.189,3.37300755
67738.5095,1347.67483,1291066.48,1640171.31,1100.47834,0.0
68962.2638,121.321754,1651233.06,981742.855,14096.5099,0.0
68352.3914,557.773138,1491052.37,1225983.06,2812.0806,0.0
65717.8917,396.929803,730747.628,3605316.42,9734.65277,0.0
70509.7258,42.4151831,1079303.55,3065452.39,68493.134,1.73972536
67806.1869,84.4835113,286318.818,9481320.27,126795.667,9.74289831
63861.4586,30.4290965,287057.172,6568651.85,339810.622,90460.8156
64485.1473,72.9778924,457651.836,5172212.32,88303.2995,2.53213198
66247.5947,203.410608,512261.209,5538279.31,29585.7103,0.183428413
65031.1529,139.28621,426836.008,5740474.38,50035.6758,1.00142703
65449.0577,92.8984688,523511.45,5043363.83,61231.51,1.4492604
64958.9794,53.0365337,584232.365,4336131.98,95239.0828,2.80956331
66539.19,67.1850553,294670.47,8308872.1,152574.957,9125.24519
66836.588,77.8142607,894515.898,3007692.74,42800.7443,0.712029773
70683.2293,54.3400538,718294.347,5838259.73,81488.181,2.25952724
65081.5451,136.668324,291027.862,7304702.79,75436.5967,2.01746387
67498.5001,44.3312423,286644.078,9209456.7,237557.678,43727.1661
66779.777,32.5621132,295722.097,8480757.39,311514.721,77033.6055
70831.6997,34.4770615,658458.366,6568673.1,136742.294,3599.44378
69596.6919,34.6825062,1656136.48,1032375.45,51749.4924,1.06997969
66505.8217,30.3638645,294670.47,8283206.73,334749.929,88189.0206
68721.2062,31.5652328,553160.573,6487369.17,174089.451,17054.5131
71148.67,39.6291414,968776.93,3942239.44,82213.5822,2.28854329
64460.0866,34.6825062,348119.198,6243634.45,246063.194,47119.5775
69558.9916,38.8076312,346265.382,10049534.0,226957.652,39373.6617
64903.3272,649.734637,514849.696,4867341.78,8363.88012,0.0
65176.3235,185.44245,559472.446,4619171.77,28266.0329,0.130641315
67965.6069,99.5090037,769074.732,4154178.88,40783.0025,0.6313201
65395.6201,78.1254922,363829.213,6625752.65,105348.936,3.21395746
70703.6157,39.6750508,1129861.48,2858226.26,69877.9052,1.79511621
66244.4837,640.552068,855989.258,3044427.77,4971.21243,0.0
63963.5806,668.958788,315613.399,6309706.96,13336.0769,0.0
70834.3965,41.7602573,916446.005,4194049.11,82321.1173,2.29284469
67477.1089,339.947801,1253133.3,1710128.54,6235.60492,0.0
65520.0338,552.764544,439189.788,5878915.87,12765.3354,0.0
67529.1735,31.4990581,1169908.85,1986164.01,80396.4936,2.21585974
66010.5205,538.896251,847636.696,3022712.85,5823.73052,0.0
69416.9136,364.298405,1618980.05,1083120.51,4956.48645,0.0
65235.6149,178.786747,351320.586,6671829.76,47923.128,0.916925121
70574.1963,51.2351503,657658.092,6422646.32,93695.7295,2.74782918
64627.16,348.286565,438784.477,5415666.72,18946.3107,0.0
70433.6726,72.2138968,1031113.06,3310154.4,43583.5555,0.74334222
65974.398,31.7456244,439255.456,6131159.5,214365.31,33858.108
67692.4219,44.3160176,342286.516,8511284.88,199553.404,27747.4014
66391.2373,53.1809954,866900.498,3028094.68,64192.7161,1.56770865
67283.6763,143.057254,426126.377,7082424.64,51406.1377,1.05624551
65114.0676,61.120036,557986.169,4604479.13,86753.481,2.47013924
69343.2038,485.800333,1755866.92,847750.325,2722.45013,0.0
68844.0247,1241.63894,1621886.08,1021911.75,714.783732,0.0
67092.5131,31.1303841,409745.159,7159183.79,235670.073,42884.7982
72047.3672,30.389609,2235773.21,472608.898,44067.657,0.76270628
65222.7244,295.408582,616846.591,4198331.25,15723.9979,0.0
67774.6362,108.311947,310992.323,9056355.79,91987.1092,2.67948437
65564.8862,100.013097,571711.843,4687709.54,52015.6082,1.08062433
71154.4711,1338.8386,2211015.28,454211.529,364.943716,0.0
67856.2851,414.016699,1277431.89,1697988.17,5210.64948,0.0
68080.5121,30.4552363,421176.165,7691433.6,235463.418,42851.0482
67213.8925,155.917055,1166152.96,1941594.39,15685.3003,0.0
65872.993,1242.72768,828018.775,3088047.39,2128.17803,0.0
65605.7294,71.3404447,561999.501,4785689.81,74274.9998,1.97099999
64876.8965,1261.10649,532542.905,4708227.47,3793.43116,0.0
68647.3022,55.394914,708477.531,4917280.47,78760.5839,2.15042336
68442.0824,47.3266627,758221.242,4424580.68,85409.3596,2.41637438
65298.1034,33.2634474,593073.177,4406325.97,150379.627,8211.02851
64120.6254,700.98901,300498.334,6572862.68,13615.6596,0.0
64870.917,249.165742,413534.118,5788255.28,28742.3974,0.149695895
67755.9409,41.1013582,291697.091,9349351.23,251855.82,49752.2539
67575.293,55.5598631,449950.865,6981046.66,121835.849,3.87343398
68281.3559,30.9555866,435193.188,7647193.44,224537.671,38265.6421
65669.8817,155.917055,706280.592,3745408.49,26542.5967,0.0617038689
68458.8365,62.5781859,479530.39,7196878.7,102867.435,3.11469741
67326.157,604.141419,1213793.69,1805836.06,3304.95216,0.0
68215.4651,54.7585112,1248421.24,1846373.0,43641.7485,0.74566994
68047.079,30.3430308,362954.028,8485113.39,273873.353,59010.9391
64144.7476,491.200211,316579.201,6405810.12,18581.6744,0.0
72137.954,30.0035722,1320002.27,2345131.39,79464.5269,2.17858108
67441.139,93.1612046,616161.398,5163200.9,53790.5485,1.15162194
68115.5063,656.884457,1427192.02,1340304.36,2410.71895,0.0
67955.2688,30.1753181,292122.786,9516685.96,341432.467,91492.2416
69093.0008,30.0268683,1294613.2,1848194.67,77466.2838,2.09865135
67568.491,47.6080764,449950.865,6976645.5,141702.978,5247.00587
66185.9181,252.312016,785532.404,3422862.43,14791.9265,0.0
63970.1245,528.840116,319416.417,6271896.25,16848.0573,0.0
68942.2491,104.204138,1431521.6,1436218.59,20117.009,0.0
71460.6296,31.9405585,726206.069,6188805.54,134387.365,2774.30035
